Vulkan Memory Allocator,Calls recording
1,8
Config,Begin
VulkanApiVersion,1,1
PhysicalDevice,apiVersion,4202651
PhysicalDevice,driverVersion,1935081472
PhysicalDevice,vendorID,4318
PhysicalDevice,deviceID,7942
PhysicalDevice,deviceType,2
PhysicalDevice,deviceName,GeForce RTX 2060 SUPER
PhysicalDeviceLimits,maxMemoryAllocationCount,4096
PhysicalDeviceLimits,bufferImageGranularity,1024
PhysicalDeviceLimits,nonCoherentAtomSize,64
PhysicalDeviceMemory,HeapCount,3
PhysicalDeviceMemory,Heap,0,size,8421113856
PhysicalDeviceMemory,Heap,0,flags,1
PhysicalDeviceMemory,Heap,1,size,8564441088
PhysicalDeviceMemory,Heap,1,flags,0
PhysicalDeviceMemory,Heap,2,size,257949696
PhysicalDeviceMemory,Heap,2,flags,1
PhysicalDeviceMemory,TypeCount,5
PhysicalDeviceMemory,Type,0,heapIndex,1
PhysicalDeviceMemory,Type,0,propertyFlags,0
PhysicalDeviceMemory,Type,1,heapIndex,0
PhysicalDeviceMemory,Type,1,propertyFlags,1
PhysicalDeviceMemory,Type,2,heapIndex,1
PhysicalDeviceMemory,Type,2,propertyFlags,6
PhysicalDeviceMemory,Type,3,heapIndex,1
PhysicalDeviceMemory,Type,3,propertyFlags,14
PhysicalDeviceMemory,Type,4,heapIndex,2
PhysicalDeviceMemory,Type,4,propertyFlags,7
Extension,VK_KHR_dedicated_allocation,0
Extension,VK_KHR_bind_memory2,0
Extension,VK_EXT_memory_budget,0
Macro,VMA_DEBUG_ALWAYS_DEDICATED_MEMORY,0
Macro,VMA_DEBUG_ALIGNMENT,1
Macro,VMA_DEBUG_MARGIN,0
Macro,VMA_DEBUG_INITIALIZE_ALLOCATIONS,0
Macro,VMA_DEBUG_DETECT_CORRUPTION,0
Macro,VMA_DEBUG_GLOBAL_MUTEX,0
Macro,VMA_DEBUG_MIN_BUFFER_IMAGE_GRANULARITY,1
Macro,VMA_SMALL_HEAP_MAX_SIZE,1073741824
Macro,VMA_DEFAULT_LARGE_HEAP_BLOCK_SIZE,268435456
Config,End
19492,0.001,0,vmaCreateAllocator
19492,0.002,0,vmaCreateImage,0,1,130,1920,1080,1,1,1,1,0,32,0,0,0,1,0,0,0,0000000000000000,0000021FC60D18F0,
19492,0.002,0,vmaCreateImage,0,1,130,1920,1080,1,1,1,1,0,32,0,0,0,1,0,0,0,0000000000000000,0000021FC60D1938,
19492,0.005,0,vmaCreateImage,0,1,130,1920,1080,1,1,1,1,0,32,0,0,0,1,0,0,0,0000000000000000,0000021FC60D1980,
19492,3.405,0,vmaCreateBuffer,0,38100,1,0,4,2,0,0,0,0000000000000000,0000021FC60D19C8,
19492,3.413,0,vmaCreateBuffer,0,38100,194,0,0,1,0,0,0,0000000000000000,0000021FC60D1A10,
19492,3.417,0,vmaDestroyBuffer,0000021FC60D19C8
19492,3.421,0,vmaCreateBuffer,0,38100,1,0,4,2,0,0,0,0000000000000000,0000021FC60D19C8,
19492,3.421,0,vmaCreateBuffer,0,38100,194,0,0,1,0,0,0,0000000000000000,0000021FC60D1A58,
19492,3.421,0,vmaDestroyBuffer,0000021FC60D19C8
19492,3.425,0,vmaCreateBuffer,0,50800,1,0,4,2,0,0,0,0000000000000000,0000021FC60D19C8,
19492,3.425,0,vmaCreateBuffer,0,50800,194,0,0,1,0,0,0,0000000000000000,0000021FC60D1AA0,
19492,3.425,0,vmaDestroyBuffer,0000021FC60D19C8
19492,3.429,0,vmaCreateBuffer,0,25400,1,0,4,2,0,0,0,0000000000000000,0000021FC60D19C8,
19492,3.429,0,vmaCreateBuffer,0,25400,194,0,0,1,0,0,0,0000000000000000,0000021FC60D1AE8,
19492,3.429,0,vmaDestroyBuffer,0000021FC60D19C8
19492,3.433,0,vmaCreateBuffer,0,21840,1,0,4,2,0,0,0,0000000000000000,0000021FC60D19C8,
19492,3.433,0,vmaCreateBuffer,0,21840,194,0,0,1,0,0,0,0000000000000000,0000021FC60D1B30,
19492,3.433,0,vmaDestroyBuffer,0000021FC60D19C8
19492,3.435,0,vmaCreateBuffer,0,4194304,1,0,4,2,0,0,0,0000000000000000,0000021FC60D19C8,
19492,3.435,0,vmaCreateImage,0,1,43,1024,1024,1,1,1,1,0,6,0,0,0,1,0,0,0,0000000000000000,0000021FC60D1B78,
19492,3.437,0,vmaDestroyBuffer,0000021FC60D19C8
19492,11.874,0,vmaCreateBuffer,0,6396,1,0,4,2,0,0,0,0000000000000000,0000021FC60D19C8,
19492,11.874,0,vmaCreateBuffer,0,6396,194,0,0,1,0,0,0,0000000000000000,0000021FC60D1BC0,
19492,11.875,0,vmaDestroyBuffer,0000021FC60D19C8
19492,11.878,0,vmaCreateBuffer,0,6396,1,0,4,2,0,0,0,0000000000000000,0000021FC60D19C8,
19492,11.878,0,vmaCreateBuffer,0,6396,194,0,0,1,0,0,0,0000000000000000,0000021FC60D1C08,
19492,11.879,0,vmaDestroyBuffer,0000021FC60D19C8
19492,11.882,0,vmaCreateBuffer,0,8528,1,0,4,2,0,0,0,0000000000000000,0000021FC60D19C8,
19492,11.882,0,vmaCreateBuffer,0,8528,194,0,0,1,0,0,0,0000000000000000,0000021FC60D1C50,
19492,11.883,0,vmaDestroyBuffer,0000021FC60D19C8
19492,11.887,0,vmaCreateBuffer,0,4264,1,0,4,2,0,0,0,0000000000000000,0000021FC60D19C8,
19492,11.887,0,vmaCreateBuffer,0,4264,194,0,0,1,0,0,0,0000000000000000,0000021FC60D1C98,
19492,11.888,0,vmaDestroyBuffer,0000021FC60D19C8
19492,11.891,0,vmaCreateBuffer,0,2808,1,0,4,2,0,0,0,0000000000000000,0000021FC60D19C8,
